asset_group,bucket,vm_shard,total_rows,v8_rows,v_lt_8_rows,null_rows,schema_versions_seen
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-a9da.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-aa38.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-abb7.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ac0a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ac19.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ac8a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ad0b.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ad2c.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ad8d.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ade7.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-aea1.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-aeff.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-af13.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-af23.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-af24.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-af62.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-af68.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b08a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b09f.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b196.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b19b.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b207.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b211.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b246.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b2ab.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b31a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b353.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b36f.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b448.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b4fe.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b5f8.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b641.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b642.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b68c.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b6db.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b705.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b73d.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b772.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b7d3.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b858.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b88c.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b8d1.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b95a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-b993.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ba18.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-baf5.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-bb82.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-bb91.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-bbc7.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-bc50.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-bc8a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-bc9e.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-bcf0.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-bcf3.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-bcfe.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-bd07.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-bd0f.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-bd42.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-bd4f.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-bd6e.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-bdad.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-bdcc.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-be1b.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-be6c.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-be8f.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-beba.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-bef4.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-bf76.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-bfe2.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c067.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c079.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c086.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c0a9.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c0e4.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c134.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c185.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c19f.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c20e.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c25a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c2f2.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c324.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c36a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c3eb.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c466.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c470.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c491.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c4e9.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c50e.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c586.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c600.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c60b.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c613.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c64a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c6b6.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c6dd.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c6f1.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c74a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c803.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c86e.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c8a7.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c8f0.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c93a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c98f.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c9c7.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-c9f9.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ca18.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ca59.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ca6f.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ca8a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ca8b.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ca98.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ca9f.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-caa7.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-caac.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-cad1.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-cad2.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-cae3.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-cb8e.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-cbc3.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-cbd3.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-cbd8.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-cc00.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-cc1f.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ccfd.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-cd76.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-cd9a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-cde6.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-cf1c.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-cf49.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-cf95.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d02a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d071.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d0a9.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d0b9.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d0cf.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d0dd.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d147.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d1d3.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d1d7.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d1fc.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d1fd.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d2bc.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d32c.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d344.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d35b.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d3bc.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d3f7.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d42a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d4ae.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d4c8.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d4de.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d5f1.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d67f.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d6ca.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d71a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d756.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d78c.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d79e.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d7cf.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d854.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d88b.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d90a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d97a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-d9fc.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-da0c.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-da11.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-da3c.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-da48.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-da65.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-da69.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-da6f.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-da9b.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-da9c.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-daa1.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-daa8.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-dad4.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-dad5.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-db48.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-dc66.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-dcfa.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-dd1a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-dd60.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-dd66.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ddaf.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ddfe.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-de98.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-deb1.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ded6.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-dee7.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-defa.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-df54.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-df6c.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-df81.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-dfc0.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e016.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e07e.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e0e2.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e128.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e205.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e299.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e2c1.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e380.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e3d2.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e415.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e4a5.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e4b4.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e4e5.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e50d.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e678.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e766.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e777.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e780.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e7d4.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e831.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e8b8.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e900.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e94b.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e998.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-e9bd.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-eabd.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ead8.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-eadb.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-eaef.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ebf6.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-eca0.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ecf7.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ed03.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-edda.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ee04.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ee3e.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ee9c.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-eec7.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ef2b.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ef80.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-efd0.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f048.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f04a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f065.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f099.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f0c5.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f0f8.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f166.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f178.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f181.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f1af.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f20a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f21e.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f271.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f2a5.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f2c7.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f2e4.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f301.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f321.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f3a9.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f3bb.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f3f3.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f3fd.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f467.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f472.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f4be.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f5e6.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f60c.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f626.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f7cf.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f8a9.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f90e.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-f926.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fa57.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fa8b.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fb18.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fb5c.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fb6b.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fb71.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fba9.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fbd2.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fbe2.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fbfa.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fc84.parquet,1,0,1,0,6
